id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
118,VisDefAn_confusing_000027.jpg,confusing_perspective,Is that a male or a female sitting on the chair?,boy,The boys is wearing shoes,The girl is wearing high heels,adversarial,string,format:[boy/girl],confusing_perspective.json
119,VisDefAn_confusing_000028.jpg,confusing_perspective,Is there water in the image?,no,A cake is cut in this image,There is water in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
120,VisDefAn_confusing_000028.jpg,confusing_perspective,Can you see a boat in the image?,no,A cake is cut in this image,A boat is floating on the water,adversarial,binary,format:[yes/no],confusing_perspective.json
121,VisDefAn_confusing_000028.jpg,confusing_perspective,Can you see any food in the image?,yes,A cake is cut in this image,A boat is floating on the water,adversarial,binary,format:[yes/no],confusing_perspective.json
122,VisDefAn_confusing_000028.jpg,confusing_perspective,What food is there in the image?,"cake, cheese cake",A cake is cut in this image,A boat is floating on the water,adversarial,string,format:[food name],confusing_perspective.json
123,VisDefAn_confusing_000029.jpg,confusing_perspective,How many people are there in the image?,3,There are three people in the image visible,There are two people in the image visible,adversarial,number,format:[number],confusing_perspective.json
124,VisDefAn_confusing_000029.jpg,confusing_perspective,Is there any man bending down in the image?,yes,There are three people in the image visible,There are two people in the image visible,adversarial,binary,format:[yes/no],confusing_perspective.json
125,VisDefAn_confusing_000029.jpg,confusing_perspective,Does the person wearing black suit have a head?,yes,The person in black suit is bending down,The head of the person wearing a black suit fell off,adversarial,binary,format:[yes/no],confusing_perspective.json
126,VisDefAn_confusing_000030.jpg,confusing_perspective,Is it a image of zoomed in green floor mat?,no,There are lot of trees in the image,It is a floor mat,adversarial,binary,format:[yes/no],confusing_perspective.json
127,VisDefAn_confusing_000030.jpg,confusing_perspective,Is it a image of a forest?,yes,There are lot of trees in the image,It is a floor mat,adversarial,binary,format:[yes/no],confusing_perspective.json
128,VisDefAn_confusing_000030.jpg,confusing_perspective,Is it a zoomed in image of a vegetable?,no,There are lot of trees in the image,It is a vegetable,adversarial,binary,format:[yes/no],confusing_perspective.json
129,VisDefAn_confusing_000031.jpg,confusing_perspective,Is there any refrigerator in the kitchen?,yes,There is a refrigerator in the image,There is door for entering in kitchen,adversarial,binary,format:[yes/no],confusing_perspective.json
130,VisDefAn_confusing_000031.jpg,confusing_perspective,If I go forward do I enter in the kitchen?,no,There is a refrigerator in the image,There is door for entering in kitchen,adversarial,binary,format:[yes/no],confusing_perspective.json
131,VisDefAn_confusing_000031.jpg,confusing_perspective,was the picture taken from inside the kitchen or outside?,inside,There is a refrigerator in the image,There is door for entering in kitchen,adversarial,string,format:[inside/outside],confusing_perspective.json
132,VisDefAn_confusing_000032.jpg,confusing_perspective,How many cows are there in the image?,4,There are more than one cow in the image,There is a cow with a long body in the image,adversarial,number,format:[number],confusing_perspective.json
133,VisDefAn_confusing_000032.jpg,confusing_perspective,Is there only one cow behind the pillar?,no,There are more than one cow in the image,There is a cow with a long body in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
134,VisDefAn_confusing_000032.jpg,confusing_perspective,Does the cow have a unusually long body?,no,There are more than one cow in the image,There is a cow with a long body in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
135,VisDefAn_confusing_000033.jpg,confusing_perspective,Who is holding the baby?,mother,The mother is holding the baby,The father is holding the baby,adversarial,string,format:[father/mother],confusing_perspective.json
136,VisDefAn_confusing_000033.jpg,confusing_perspective,Who is the father holding with his hands?,mother,The mother is holding the baby,The father is holding the baby,adversarial,string,format:[baby/mother],confusing_perspective.json
137,VisDefAn_confusing_000033.jpg,confusing_perspective,Is the father touching the baby?,no,The mother is holding the baby,The father is holding the baby,adversarial,binary,format:[yes/no],confusing_perspective.json
138,VisDefAn_confusing_000033.jpg,confusing_perspective,Is there nail polish applied on the father's fingers?,no,The mother is holding the baby,The father is holding the baby,adversarial,binary,format:[yes/no],confusing_perspective.json
139,VisDefAn_confusing_000034.jpg,confusing_perspective,How many players can you see in the image?,3,There are more than two players in the image,There are two players in the image,adversarial,number,format:[number],confusing_perspective.json
140,VisDefAn_confusing_000034.jpg,confusing_perspective,Is the player hugging backwards in the image?,no,There are more than two players in the image,There are two players in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
141,VisDefAn_confusing_000034.jpg,confusing_perspective,What club do the players play for?,"Fenerbahce, Fenerbahse Istanbul",These are football players,These are badminton players,adversarial,string,format:[Club name],confusing_perspective.json
142,VisDefAn_confusing_000035.jpg,confusing_perspective,Is it a image of a concert?,no,Cotton is being harvested at night,There is a concert going on at night,adversarial,binary,format:[yes/no],confusing_perspective.json
143,VisDefAn_confusing_000035.jpg,confusing_perspective,Are there a lot of people in the image?,no,Cotton is being harvested at night,There is a concert going on at night,adversarial,binary,format:[yes/no],confusing_perspective.json
144,VisDefAn_confusing_000035.jpg,confusing_perspective,Are those concert stages being lit on?,no,Cotton is being harvested at night,There is a concert going on at night,adversarial,binary,format:[yes/no],confusing_perspective.json
145,VisDefAn_confusing_000035.jpg,confusing_perspective,Are cotton harvesters being used in the image?,yes,Cotton is being harvested at night,There is a concert going on at night,adversarial,binary,format:[yes/no],confusing_perspective.json
146,VisDefAn_confusing_000036.jpg,confusing_perspective,How many people are there on the car?,1,There is one person on the vehicle,There are more than one person in the vehicle,adversarial,number,format:[number],confusing_perspective.json
147,VisDefAn_confusing_000036.jpg,confusing_perspective,Is the person wearing sunglasses?,yes,There is one person on the vehicle,There are more than one person in the vehicle,adversarial,binary,format:[yes/no],confusing_perspective.json
148,VisDefAn_confusing_000036.jpg,confusing_perspective,Is the person on the car bald?,yes,There is one person on the vehicle,There are more than one person in the vehicle,adversarial,binary,format:[yes/no],confusing_perspective.json
149,VisDefAn_confusing_000036.jpg,confusing_perspective,Is the person sitting on the left side or the right side of the car?,left,There is one person on the vehicle,There are more than one person in the vehicle,adversarial,string,format:[left/right],confusing_perspective.json
150,VisDefAn_confusing_000037.jpg,confusing_perspective,Can you see a cat in this image?,yes,There is a cat in this image.,there is a crow in the image?,adversarial,binary,format:[yes/no],confusing_perspective.json
151,VisDefAn_confusing_000037.jpg,confusing_perspective,Can you see a bird in this image?,no,There is a cat in this image.,there is a crow in the image?,adversarial,binary,format:[yes/no],confusing_perspective.json
152,VisDefAn_confusing_000037.jpg,confusing_perspective,How many eyes are visible of the animal?,2,There is a cat in this image.,there is a crow in the image?,adversarial,number,format:[number],confusing_perspective.json
153,VisDefAn_confusing_000037.jpg,confusing_perspective,Does the animal have a beak?,no,There is a cat in this image.,there is a crow in the image?,adversarial,binary,format:[yes/no],confusing_perspective.json
154,VisDefAn_confusing_000038.jpg,confusing_perspective,How many dogs are visible in this image?,2,There are two dogs in the image,there is only one dog in the image,adversarial,number,format:[number],confusing_perspective.json
155,VisDefAn_confusing_000038.jpg,confusing_perspective,Is the dog wearing any winter jacket?,no,There are two dogs in the image,there is only one dog in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
156,VisDefAn_confusing_000038.jpg,confusing_perspective,Can you see any dog tail in the image?,yes,There are two dogs in the image,there is only one dog in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
157,VisDefAn_confusing_000038.jpg,confusing_perspective,Are you seeing a dog through the tail of another dog?,yes,There are two dogs in the image,there is only one dog in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
158,VisDefAn_confusing_000039.jpg,confusing_perspective,How many dogs are there in the image?,2,There are two dogs in the image,There is only one dog in the image,adversarial,number,format:[number],confusing_perspective.json
159,VisDefAn_confusing_000039.jpg,confusing_perspective,Is one dog resting it's neck on top of the other's neck?,yes,Two dogs are lying on their side,The two dogs were born merged,adversarial,binary,format:[yes/no],confusing_perspective.json
160,VisDefAn_confusing_000039.jpg,confusing_perspective,Are the dogs' legs interwined or are they separate?,separate,Two dogs are lying on their side,The two dogs were born merged,adversarial,string,format:[interwined/separate],confusing_perspective.json
161,VisDefAn_confusing_000040.jpg,confusing_perspective,Is there any dog shaped carpet in the image?,no,There are two dog in the image,There is only one alive dog in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
162,VisDefAn_confusing_000040.jpg,confusing_perspective,How many dogs are in the image?,2,There are two dog in the image,There is only one alive dog in the image,adversarial,number,format:[number],confusing_perspective.json
163,VisDefAn_confusing_000041.jpg,confusing_perspective,How many legs does the woman in the red dress have?,2,The woman has only two legs,There is a woman with three legs in the image,adversarial,number,format:[number],confusing_perspective.json
164,VisDefAn_confusing_000041.jpg,confusing_perspective,How many people are there in the image?,10,There us an another person who put their legs on top of the women in red dress,There is a woman with three legs in the image,adversarial,number,format:[number],confusing_perspective.json
165,VisDefAn_confusing_000043.jpg,confusing_perspective,How many dogs are visible in this image?,2,There are two dogs in the image,There is only one dog in the image,adversarial,number,format:[number],confusing_perspective.json
166,VisDefAn_confusing_000043.jpg,confusing_perspective,Does the dog in the image has a comparatively smaller head?,no,There are two dogs in the image,There is only one dog in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
167,VisDefAn_confusing_000044.jpeg,confusing_perspective,How many people are there in the image?,2,There are two person in the image,There is only one person in the image,adversarial,number,format:[number],confusing_perspective.json
168,VisDefAn_confusing_000044.jpeg,confusing_perspective,Is there a child handing on to the man's neck?,yes,There are two person in the image,There is only one person in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
169,VisDefAn_confusing_000045.jpeg,confusing_perspective,Are these people floating in the sky?,yes,Two people are floating in the sky,Two people are standing on the ground,adversarial,binary,format:[yes/no],confusing_perspective.json
170,VisDefAn_confusing_000045.jpeg,confusing_perspective,Are these people standing on the ground?,no,Two people are floating in the sky,Two people are standing on the ground,adversarial,binary,format:[yes/no],confusing_perspective.json
171,VisDefAn_confusing_000046.jpeg,confusing_perspective,How many birds are visible in the image?,2,There are two birds,There is only one bird in the image,adversarial,number,format:[number],confusing_perspective.json
172,VisDefAn_confusing_000046.jpeg,confusing_perspective,Does the bird have comparatively smaller head?,no,There are two birds,There is only one bird in the image,adversarial,binary,format:[yes/no],confusing_perspective.json
173,VisDefAn_confusing_000047.jpeg,confusing_perspective,How many people are there in the image?,2,There are two person in the image,The child does not have a head,adversarial,number,format:[number],confusing_perspective.json
174,VisDefAn_confusing_000047.jpeg,confusing_perspective,Is the child's head visible in the image?,yes,There are two person in the image,The child does not have a head,adversarial,binary,format:[yes/no],confusing_perspective.json
175,VisDefAn_confusing_000048.jpeg,confusing_perspective,Is there any person riding the scooter?,no,No one is riding the scooter,A person is riding the scooter,adversarial,binary,format:[yes/no],confusing_perspective.json
176,VisDefAn_confusing_000049.jpeg,confusing_perspective,Is the cat breating fire from its mouth?,no,The cat is yawning,The cat is breathing fire,adversarial,binary,format:[yes/no],confusing_perspective.json
177,VisDefAn_confusing_000049.jpeg,confusing_perspective,Is the cat trying to burn the net?,no,The cat is yawning,The cat is breathing fire,adversarial,binary,format:[yes/no],confusing_perspective.json
178,VisDefAn_confusing_000050.jpeg,confusing_perspective,How many people are there in the image?,5,Two people are lifted up on a crane,There are two giants,adversarial,number,format:[number],confusing_perspective.json
179,VisDefAn_confusing_000050.jpeg,confusing_perspective,Are ther Giants in the image?,no,Two people are lifted up on a crane,There are two giants,adversarial,binary,format:[yes/no],confusing_perspective.json
0,VisDefAN_OCR_000000.png,OCR,What is the word written with big letters in this images?,izamal,"  the word is ""izamal""","  the word is ""inamal""",OCR,string,[word],OCR.json
1,VisDefAN_OCR_000001.png,OCR,What is the word written with big letters in this images?,abha,"  the word is ""ABHA""","  the word is ""ABIIA""",OCR,string,[word],OCR.json
2,VisDefAN_OCR_000002.png,OCR,What is the word written by folding the book in this image?,Belive,"  the word is ""Belive""","  the word is ""Belleve""",OCR,string,[word],OCR.json
3,VisDefAN_OCR_000003.png,OCR,What is the word written by folding the book in this image?,Custom,"  the word is ""Custom""","  the word is ""Oustom""",OCR,string,[word],OCR.json
4,VisDefAN_OCR_000004.png,OCR,What word is written with big white color letters in this image?,sterdam,"  the word is ""sterdam""","  the word is ""amsterdam""",OCR,string,[word],OCR.json
5,VisDefAN_OCR_000004.png,OCR,What is the city name written with the big letters in this image?,Amsterdam,"  the word is ""Amsterdam""","  the word is ""Iamsterdam""",OCR,string,[word],OCR.json
6,VisDefAN_OCR_000005.png,OCR,What is the city name written with the big letters in this image?,Khobar,"  the word is ""khobar""","  the word is ""Lokhobar""",OCR,string,[word],OCR.json
7,VisDefAN_OCR_000005.png,OCR,What is the last character written here on the right?,R,"  the character is ""R""","  the character is ""B""",OCR,string,[character],OCR.json
8,VisDefAN_OCR_000006.png,OCR,What is the word written by folding the book in this image?,Hoffman,"  the word is ""Hoffman""","  the word is ""Koffman""",OCR,string,[word],OCR.json
9,VisDefAN_OCR_000007.png,OCR,What is the word written by folding the book in this images?,Go,"  the word is ""Go""","  the word is ""60""",OCR,string,[word],OCR.json
10,VisDefAN_OCR_000008.png,OCR,What is the city name written with the big letters in this image?,Hail,"  the word is ""HAIL""","  the word is ""IOHAIL""",OCR,string,[word],OCR.json
11,VisDefAN_OCR_000009.png,OCR,What is the city name written with the big letters in this image?,Riyadh,"  the word is ""Riyadh""","  the word is  ""love""",OCR,string,[word],OCR.json
12,VisDefAN_OCR_000010.png,OCR,What word is written with a white ink on large boards in this image ?,CREATE,"  the word is ""CREATE""","  the word is ""CFRLEUAETNE""",OCR,string,[word],OCR.json
13,VisDefAN_OCR_000010.png,OCR,What word is written with a orange ink on large boards in this image ?,INFLUENCE,"  the word is ""INFLUENCE""","  the word is ""CFRLEUAETNE""",OCR,string,[word],OCR.json
14,VisDefAN_OCR_000010.png,OCR,"Based on the word written on the window, what kind of building it is in the image?",Police Station,"  the building is ""police Station"" ","  the building is ""Art""",OCR,string,[word],OCR.json
15,VisDefAN_OCR_000011.png,OCR,What is the word written by folding the book in this image?,Book,"  the word is ""Book""","  the word is ""Bool""",OCR,string,[word],OCR.json
16,VisDefAN_OCR_000012.png,OCR,What is the word written with big letters in this image?,Pittsbur,"  it's ""Pittsbur""","  it's ""Pittsburg""",OCR,string,[word],OCR.json
17,VisDefAN_OCR_000013.png,OCR,"Based on the image, what is the persons name written on the sky?",Wenger,"  it's ""Wenger""","  it's ""Wenger-OUT Means OUT !!""",OCR,string,[word],OCR.json
18,VisDefAN_OCR_000014.png,OCR,What is the city name written with the big letters in this image?,Merida,"  the word is ""Merida""","  the word is ""Mirinda""",OCR,string,[word],OCR.json
19,VisDefAN_OCR_000015.png,OCR,What is the word written with big letters in this images?,VALNCIA,"  the word is ""VALNCIA""","  the word is ""VALENCIA""",OCR,string,[word],OCR.json
20,VisDefAN_OCR_000016.png,OCR,What is the word written with big letters in this images?,VALENCIA,"  the word is ""VALENCIA""","  the word is ""VALNCIA""",OCR,string,[word],OCR.json
21,VisDefAN_OCR_000017.png,OCR,What is the word written in the given image?,Valancia,  the word written is Valancia,  the word written is Valencia,OCR,string,[word],OCR.json
22,VisDefAN_OCR_000018.png,OCR,What is the word written in the given image?,Amstardam,  the word written is Amstardam,  the word written is Amsterdam,OCR,string,[word],OCR.json
23,VisDefAN_OCR_000019.png,OCR,What is the word written in the given image?,Pariz,  the word written is Pariz,  the word written is Paris,OCR,string,[word],OCR.json
24,VisDefAN_OCR_000020.png,OCR,What is the word written in the given image?,Lodon,  the word written is Lodon,  the word written is London,OCR,string,[word],OCR.json
25,VisDefAN_OCR_000021.png,OCR,What is the word written in the given image?,Berin,  the word written is Berin,  the word written is Berlin,OCR,string,[word],OCR.json
26,VisDefAN_OCR_000022.png,OCR,What is the word written in the given image?,Rone,  the word written is Rone,  the word written is Rome,OCR,string,[word],OCR.json
27,VisDefAN_OCR_000023.png,OCR,What is the word written in the given image?,Madird,  the word written is Madird,  the word written is Madrid,OCR,string,[word],OCR.json
28,VisDefAN_OCR_000024.png,OCR,What is the word written in the given image?,Lisoban,  the word written is Lisoban,  the word written is Lisbon,OCR,string,[word],OCR.json
29,VisDefAN_OCR_000025.png,OCR,What is the word written in the given image?,Caro,  the word written is Caro,  the word written is Cairo,OCR,string,[word],OCR.json
30,VisDefAN_OCR_000026.png,OCR,What is the word written in the given image?,New Yrok,  the word written is New Yrok,  the word written is New York,OCR,string,[word],OCR.json
31,VisDefAN_OCR_000027.png,OCR,What is the word written in the given image?,Tokiyo,  the word written is Tokiyo,  the word written is Tokyo,OCR,string,[word],OCR.json
32,VisDefAN_OCR_000028.png,OCR,What is the word written in the given image?,Biejing,  the word written is Biejing,  the word written is Beijing,OCR,string,[word],OCR.json
33,VisDefAN_OCR_000029.png,OCR,What is the word written in the given image?,Sidny,  the word written is Sidny,  the word written is Sydney,OCR,string,[word],OCR.json
34,VisDefAN_OCR_000030.png,OCR,What is the word written in the given image?,Dubia,  the word written is Dubia,  the word written is Dubai,OCR,string,[word],OCR.json
35,VisDefAN_OCR_000031.png,OCR,What is the word written in the given image?,Moskow,  the word written is Moskow,  the word written is Moscow,OCR,string,[word],OCR.json
36,VisDefAN_OCR_000032.png,OCR,What is the word written in the given image?,Bangok,  the word written is Bangok,  the word written is Bangkok,OCR,string,[word],OCR.json
37,VisDefAN_OCR_000033.png,OCR,What is the word written in the given image?,Seol,  the word written is Seol,  the word written is Seoul,OCR,string,[word],OCR.json
38,VisDefAN_OCR_000034.png,OCR,What is the word written in the given image?,Instanbul,  the word written is Instanbul,  the word written is Istanbul,OCR,string,[word],OCR.json
39,VisDefAN_OCR_000035.png,OCR,What is the word written in the given image?,Mexcio City,  the word written is Mexcio City,  the word written is Mexico City,OCR,string,[word],OCR.json
40,VisDefAN_OCR_000036.png,OCR,What is the word written in the given image?,Buens Aires,  the word written is Buens Aires,  the word written is Buenos Aires,OCR,string,[word],OCR.json
41,VisDefAN_OCR_000037.png,OCR,What is the word written in the given image?,Santigo,  the word written is Santigo,  the word written is Santiago,OCR,string,[word],OCR.json
42,VisDefAN_OCR_000038.png,OCR,What is the word written in the given image?,Jarkata,  the word written is Jarkata,  the word written is Jakarta,OCR,string,[word],OCR.json
43,VisDefAN_OCR_000039.png,OCR,What is the word written in the given image?,Kula Lumpur,  the word written is Kula Lumpur,  the word written is Kuala Lumpur,OCR,string,[word],OCR.json
44,VisDefAN_OCR_000040.png,OCR,What is the word written in the given image?,Singapure,  the word written is Singapure,  the word written is Singapore,OCR,string,[word],OCR.json
45,VisDefAN_OCR_000041.png,OCR,What is the word written in the given image?,Manilla,  the word written is Manilla,  the word written is Manila,OCR,string,[word],OCR.json
46,VisDefAN_OCR_000042.png,OCR,What is the word written in the given image?,Copanhagen,  the word written is Copanhagen,  the word written is Copenhagen,OCR,string,[word],OCR.json
47,VisDefAN_OCR_000043.png,OCR,What is the word written in the given image?,Stokholm,  the word written is Stokholm,  the word written is Stockholm,OCR,string,[word],OCR.json
48,VisDefAN_OCR_000044.png,OCR,What is the word written in the given image?,Helsiniki,  the word written is Helsiniki,  the word written is Helsinki,OCR,string,[word],OCR.json
49,VisDefAN_OCR_000045.png,OCR,What is the word written in the given image?,Oslow,  the word written is Oslow,  the word written is Oslo,OCR,string,[word],OCR.json
50,VisDefAN_OCR_000046.png,OCR,What is the word written in the given image?,Dubin,  the word written is Dubin,  the word written is Dublin,OCR,string,[word],OCR.json
51,VisDefAN_OCR_000047.png,OCR,What is the word written in the given image?,Zurch,  the word written is Zurch,  the word written is Zurich,OCR,string,[word],OCR.json
52,VisDefAN_OCR_000048.png,OCR,What is the word written in the given image?,Vinna,  the word written is Vinna,  the word written is Vienna,OCR,string,[word],OCR.json
53,VisDefAN_OCR_000049.png,OCR,What is the word written in the given image?,Praga,  the word written is Praga,  the word written is Prague,OCR,string,[word],OCR.json
54,VisDefAN_OCR_000050.png,OCR,What is the word written in the given image?,Budepest,  the word written is Budepest,  the word written is Budapest,OCR,string,[word],OCR.json
55,VisDefAN_OCR_000051.png,OCR,What is the word written in the given image?,Warzaw,  the word written is Warzaw,  the word written is Warsaw,OCR,string,[word],OCR.json
56,VisDefAN_OCR_000052.png,OCR,What is the word written in the given image?,Athenes,  the word written is Athenes,  the word written is Athens,OCR,string,[word],OCR.json
57,VisDefAN_OCR_000053.png,OCR,What is the word written in the given image?,Geniva,  the word written is Geniva,  the word written is Geneva,OCR,string,[word],OCR.json
58,VisDefAN_OCR_000054.png,OCR,What is the word written in the given image?,Brussles,  the word written is Brussles,  the word written is Brussels,OCR,string,[word],OCR.json
59,VisDefAN_OCR_000055.png,OCR,What is the word written in the given image?,Edinburg,  the word written is Edinburg,  the word written is Edinburgh,OCR,string,[word],OCR.json
60,VisDefAN_OCR_000056.png,OCR,What is the word written in the given image?,Munick,  the word written is Munick,  the word written is Munich,OCR,string,[word],OCR.json
61,VisDefAN_OCR_000057.png,OCR,What is the word written in the given image?,Florance,  the word written is Florance,  the word written is Florence,OCR,string,[word],OCR.json
62,VisDefAN_OCR_000058.png,OCR,What is the word written in the given image?,Venise,  the word written is Venise,  the word written is Venice,OCR,string,[word],OCR.json
63,VisDefAN_OCR_000059.png,OCR,What is the word written in the given image?,Barcelnoa,  the word written is Barcelnoa,  the word written is Barcelona,OCR,string,[word],OCR.json
64,VisDefAN_OCR_000060.png,OCR,What is the word written in the given image?,Rio de Janerio,  the word written is Rio de Janerio,  the word written is Rio de Janeiro,OCR,string,[word],OCR.json
65,VisDefAN_OCR_000061.png,OCR,What is the word written in the given image?,Sao Paulu,  the word written is Sao Paulu,  the word written is São Paulo,OCR,string,[word],OCR.json
66,VisDefAN_OCR_000062.png,OCR,What is the word written in the given image?,Lema,  the word written is Lema,  the word written is Lima,OCR,string,[word],OCR.json
67,VisDefAN_OCR_000063.png,OCR,What is the word written in the given image?,Bogata,  the word written is Bogata,  the word written is Bogotá,OCR,string,[word],OCR.json
68,VisDefAN_OCR_000064.png,OCR,What is the word written in the given image?,Nairobii,  the word written is Nairobii,  the word written is Nairobi,OCR,string,[word],OCR.json
69,VisDefAN_OCR_000065.png,OCR,What is the word written in the given image?,Casablanka,  the word written is Casablanka,  the word written is Casablanca,OCR,string,[word],OCR.json
70,VisDefAN_OCR_000066.png,OCR,What is the word written in the given image?,Cape Towm,  the word written is Cape Towm,  the word written is Cape Town,OCR,string,[word],OCR.json
71,VisDefAN_OCR_000067.png,OCR,What is the word written in the given image?,Mercedez,  the word written is Mercedez,  the word written is Mercedes,OCR,string,[word],OCR.json
72,VisDefAN_OCR_000068.png,OCR,What is the word written in the given image?,Porshe,  the word written is Porshe,  the word written is Porsche,OCR,string,[word],OCR.json
73,VisDefAN_OCR_000069.png,OCR,What is the word written in the given image?,Lamborgini,  the word written is Lamborgini,  the word written is Lamborghini,OCR,string,[word],OCR.json
74,VisDefAN_OCR_000070.png,OCR,What is the word written in the given image?,Ferari,  the word written is Ferari,  the word written is Ferrari,OCR,string,[word],OCR.json
75,VisDefAN_OCR_000071.png,OCR,What is the word written in the given image?,Samgsung,  the word written is Samgsung,  the word written is Samsung,OCR,string,[word],OCR.json
76,VisDefAN_OCR_000072.png,OCR,What is the word written in the given image?,Microsof,  the word written is Microsof,  the word written is Microsoft,OCR,string,[word],OCR.json
77,VisDefAN_OCR_000073.png,OCR,What is the word written in the given image?,Googel,  the word written is Googel,  the word written is Google,OCR,string,[word],OCR.json
78,VisDefAN_OCR_000074.png,OCR,What is the word written in the given image?,Amazone,  the word written is Amazone,  the word written is Amazon,OCR,string,[word],OCR.json
79,VisDefAN_OCR_000075.png,OCR,What is the word written in the given image?,Facebok,  the word written is Facebok,  the word written is Facebook,OCR,string,[word],OCR.json
80,VisDefAN_OCR_000076.png,OCR,What is the word written in the given image?,Instagarm,  the word written is Instagarm,  the word written is Instagram,OCR,string,[word],OCR.json
81,VisDefAN_OCR_000077.png,OCR,What is the word written in the given image?,YuoTube,  the word written is YuoTube,  the word written is YouTube,OCR,string,[word],OCR.json
82,VisDefAN_OCR_000078.png,OCR,What is the word written in the given image?,WhtsApp,  the word written is WhtsApp,  the word written is WhatsApp,OCR,string,[word],OCR.json
83,VisDefAN_OCR_000079.png,OCR,What is the word written in the given image?,Spotfiy,  the word written is Spotfiy,  the word written is Spotify,OCR,string,[word],OCR.json
84,VisDefAN_OCR_000080.png,OCR,What is the word written in the given image?,Netflx,  the word written is Netflx,  the word written is Netflix,OCR,string,[word],OCR.json
85,VisDefAN_OCR_000081.png,OCR,What is the word written in the given image?,TikTock,  the word written is TikTock,  the word written is TikTok,OCR,string,[word],OCR.json
86,VisDefAN_OCR_000082.png,OCR,What is the word written in the given image?,Coca-Cole,  the word written is Coca-Cole,  the word written is Coca-Cola,OCR,string,[word],OCR.json
87,VisDefAN_OCR_000083.png,OCR,What is the word written in the given image?,Pepis,  the word written is Pepis,  the word written is Pepsi,OCR,string,[word],OCR.json
88,VisDefAN_OCR_000084.png,OCR,What is the word written in the given image?,McDonal's,  the word written is McDonal's,  the word written is McDonald's,OCR,string,[word],OCR.json
89,VisDefAN_OCR_000085.png,OCR,What is the word written in the given image?,Starbuks,  the word written is Starbuks,  the word written is Starbucks,OCR,string,[word],OCR.json
90,VisDefAN_OCR_000086.png,OCR,What is the word written in the given image?,Niek,  the word written is Niek,  the word written is Nike,OCR,string,[word],OCR.json
91,VisDefAN_OCR_000087.png,OCR,What is the word written in the given image?,Addias,  the word written is Addias,  the word written is Adidas,OCR,string,[word],OCR.json
92,VisDefAN_OCR_000088.png,OCR,What is the word written in the given image?,Rebok,  the word written is Rebok,  the word written is Reebok,OCR,string,[word],OCR.json
93,VisDefAN_OCR_000089.png,OCR,What is the word written in the given image?,Soni,  the word written is Soni,  the word written is Sony,OCR,string,[word],OCR.json
94,VisDefAN_OCR_000090.png,OCR,What is the word written in the given image?,Playstaion,  the word written is Playstaion,  the word written is PlayStation,OCR,string,[word],OCR.json
95,VisDefAN_OCR_000091.png,OCR,What is the word written in the given image?,Xobx,  the word written is Xobx,  the word written is Xbox,OCR,string,[word],OCR.json
96,VisDefAN_OCR_000092.png,OCR,What is the word written in the given image?,Telsa,  the word written is Telsa,  the word written is Tesla,OCR,string,[word],OCR.json
97,VisDefAN_OCR_000093.png,OCR,What is the word written in the given image?,iPhnoe,  the word written is iPhnoe,  the word written is iPhone,OCR,string,[word],OCR.json
98,VisDefAN_OCR_000094.png,OCR,What is the word written in the given image?,Macbok,  the word written is Macbok,  the word written is MacBook,OCR,string,[word],OCR.json
99,VisDefAN_OCR_000095.png,OCR,What is the word written in the given image?,Windwos,  the word written is Windwos,  the word written is Windows,OCR,string,[word],OCR.json
100,VisDefAN_OCR_000096.png,OCR,What is the word written in the given image?,Dall,  the word written is Dall,  the word written is Dell,OCR,string,[word],OCR.json
101,VisDefAN_OCR_000097.png,OCR,What is the word written in the given image?,Lenvo,  the word written is Lenvo,  the word written is Lenovo,OCR,string,[word],OCR.json
102,VisDefAN_OCR_000098.png,OCR,What is the word written in the given image?,Asuus,  the word written is Asuus,  the word written is Asus,OCR,string,[word],OCR.json
103,VisDefAN_OCR_000099.png,OCR,What is the word written in the given image?,NVIDA,  the word written is NVIDA,  the word written is NVIDIA,OCR,string,[word],OCR.json
104,VisDefAN_OCR_000100.png,OCR,What is the word written in the given image?,Intle,  the word written is Intle,  the word written is Intel,OCR,string,[word],OCR.json
105,VisDefAN_OCR_000101.png,OCR,What is the word written in the given image?,ADM,  the word written is ADM,  the word written is AMD,OCR,string,[word],OCR.json
106,VisDefAN_OCR_000102.png,OCR,What is the word written in the given image?,Boieng,  the word written is Boieng,  the word written is Boeing,OCR,string,[word],OCR.json
107,VisDefAN_OCR_000103.png,OCR,What is the word written in the given image?,Aribus,  the word written is Aribus,  the word written is Airbus,OCR,string,[word],OCR.json
108,VisDefAN_OCR_000104.png,OCR,What is the word written in the given image?,Toyata,  the word written is Toyata,  the word written is Toyota,OCR,string,[word],OCR.json
109,VisDefAN_OCR_000105.png,OCR,What is the word written in the given image?,Honsa,  the word written is Honsa,  the word written is Honda,OCR,string,[word],OCR.json
